"FIGI","ISIN","CUSIP","SEDOL","TICKER","COUNTRY_CD","SECURITY_DESCRIPTION","PRICE","CURRENCY_CD"
BBG00G5K8719,US233331AZ06,"233331AZ0",BD9GGW3,DTE27,US,DTE ENERGY CO 3.8% SNR 15/03/27 'A,97.65351,USD
BBG00G5KCVD8,US756109AT12,"756109AT1",BYPZN53,O47,US,REALTY INCOME CORP 4.65% SNR 15/03/47,85.88722,USD
BBG00838BM46,US52107QAG01,"52107QAG0",BWV6QV3,LAZ/25,US,LAZARD GROUP LLC 3.75% SNR 13/02/2025 USD,100,USD
BBG00GSG4JF6,US191216CE82,"191216CE8",BD3VQ46,KO27A,US,COCA-COLA CO 2.9% SNR 25/05/2027,98.43083,USD
BBG00GSKP5N5,US87233QAC24,"87233QAC2",BF2KDG9,TRP/25C,US,TC PIPELINES 3.9% SNR 25/05/2027 USD,99.51198,USD
BBG00GSNL4S1,US902494BC62,"902494BC6",BF0P300,TSN27,US,TYSON FOODS INC 3.55% SNR 02/06/27,98.99389,USD
BBG00F0XS397,US911312AZ91,"911312AZ9",BYQ74Q6,UPS46,US,UNITED PARCEL SERVICE INC 3.4% SNR 15/11/2046,73.73282,USD
BBG00FGQXY82,US345370CR99,"345370CR9",BYPL1T1,F26A,US,FORD MOTOR CO 4.346% SNR 08/12/26,99.51794,USD
BBG00FGQZFW4,US345370CS72,"345370CS7",BYPL1V3,F46A,US,FORD MOTOR CO 5.291% SNR 08/12/46,81.33669,USD
BBG00FGD4F57,US020002BC43,"020002BC4",BDSFRM8,ALL46,US,ALLSTATE CORP 4.2% SNR 15/12/2046,81.94942,USD
BBG00FGD02K3,US020002BD26,"020002BD2",BYNXM29,ALL26,US,ALLSTATE CORP 3.28% SNR 15/12/26,98.80844,USD
BBG00FFJXQC1,US502413BE66,"502413BE6",BDDWHY6,LLL26,US,L3 HARRIS TECHNOLOGIES INC 3.85% GTD SNR 15/12/26 USD,99.8585,USD
BBG00FGCTCM0,US94974BGU89,"94974BGU8",BDSFRX9,WFC46A,US,WELLS FARGO & COMPANY 4.75% SUB MTN 07/12/46 USD,85.30232,USD
BBG00FFJM3K5,US21036PAQ19,"21036PAQ1",BDDWHX5,STZ26,US,CONSTELLATION BRANDS INC 3.7% GTD SNR 06/12/2026 USD,99.59111,USD
BBG00FFK0YS0,US66765RCD61,"66765RCD6",BDDWJ28,NWN46,US,NORTHWEST NATURAL GAS CO 4.136% 1MTG 05/12/2046 USD,77.64238,USD
BBG00FFK0XQ4,US66765RCC88,"66765RCC8",BDDWJ17,NWN26A,US,NORTHWEST NATURAL GAS CO 3.211% 1MTG 05/12/2026 USD,98.57275,USD
BBG00G6R3ML3,US444859BG60,"444859BG6",BYZKXY7,HUM47,US,HUMANA INC 4.8% SNR 15/03/2047,82.36153,USD
BBG00G6QW816,US92343VDV36,"92343VDV3",BYZNV86,VZ47A,US,VERIZON COMMUNICATIONS 5.5% SNR 16/03/2047,96.43333,USD
BBG00G6QW5Q5,US92343VDU52,"92343VDU5",BYZKXZ8,VZ37A,US,VERIZON COMMUNICATIONS 5.25% SNR 16/03/37,98.985,USD
BBG00G6QW2B8,US92343VDY74,"92343VDY7",BYZNV75,VZ27,US,VERIZON COMMUNICATIONS 4.125% SNR 16/03/27,99.5275,USD
BBG00G6R3BB8,US444859BF87,"444859BF8",BYZKXV4,HUM27,US,HUMANA INC 3.95% SNR 15/03/27,98.61264,USD
BBG00G6M5995,US229899AB55,"229899AB5",BYWMQ92,CFR27,US,CULLEN FROST BANKERS 4.5% SUB 17/03/2027,98.6375,USD
BBG00DS3TM95,US361448AY97,"361448AY9",BDCBXW4,GATX26,US,GATX CORP 3.25% SNR 15/09/2026 USD,98.18078,USD
BBG00FGJMPG0,US91914JAA07,"91914JAA0",BD4G3C7,VLP26,US,VALERO ENERGY PARTNERS LP 4.375% GTD SNR 15/12/26 USD,100.52718,USD
BBG00FGQPTT9,US534187BF54,"534187BF5",BYPL1W4,LNC26,US,LINCOLN NATIONAL CORP 3.625% SNR 12/12/26,98.70785,USD
BBG00FGQNRB4,US637417AJ54,"637417AJ5",BYSRZ50,NNN26,US,NNN REIT INC 3.6% SNR 15/12/2026,99.24,USD
BBG00G2C3HF8,US002824BM11,"002824BM1",BD3FM06,ABT25A,US,ABBOTT LABORATORIES 3.875% SNR 15/09/25,99.78993,USD
BBG00G2FQCS3,US002824BN93,"002824BN9",BD6NWW9,ABT43,US,ABBOTT LABORATORIES 4.75% SNR 15/04/43,96.47233,USD
BBG00G7581W9,US001546AU45,"001546AU4",BF083T8,AKS27,US,CLEVELAND CLIFFS INC 7% GTD SNR 15/03/27,100.37979,USD
BBG00G9B3DK6,US842400GG23,"842400GG2",BD9BPH6,EIX/47,US,SOUTHERN CALIFORNIA EDISON CO 4% 1MTG 01/04/47 USD'2017A',76.0258,USD
BBG00FH23QT1,US26884UAC36,"26884UAC3",BDRYQ07,EPR26,US,EPR PROPERTIES 4.75% GTD SNR 15/12/26 USD,100.73903,USD
BBG00FGQVZV5,US26138EAY59,"26138EAY5",BYPL1N5,KDP46,US,KEURIG DR PEPPER INC 4.42% GTD SNR 15/12/46 USD,84.48388,USD
BBG00FGQTKQ7,US26138EAX76,"26138EAX7",BYPL1M4,KDP27,US,KEURIG DR PEPPER INC 3.43% GTD SNR 15/06/27 USD,98.70789,USD
BBG00G9HDPG0,US92277GAL14,"92277GAL1",BDFZTZ8,VTR27,US,VENTAS REALTY LIMITED PARTNERSHIP 3.85% GTD SNR 01/04/27 USD,100.42191,USD
BBG00G9HGLS3,US49446RAS85,"49446RAS8",BD0XNK0,KIM27,US,KIMCO REALTY CORP 3.8% SNR 01/04/2027,100.31833,USD
BBG00GBP5DZ4,US678858BR12,"678858BR1",BYVBMP8,OGE/47,US,OKLAHOMA GAS & ELECTRIC CO 4.15% SNR 01/04/47,81.02242,USD
BBG00FHQZXR0,US776743AD85,"776743AD8",BZCD799,ROP26,US,ROPER TECHNOLOGIES INC 3.8% SNR 15/12/2026,99.72722,USD
BBG00GBSP2T7,US05508RAE62,"05508RAE6",BYQ1WZ3,BGS25,US,B & G FOODS INC 5.25% GTD SNR 01/04/25 USD,100,USD
BBG00GBPP570,US681936BK50,"681936BK5",BDVPZZ4,OHI28,US,OMEGA HEALTHCARE INVESTORS 4.75% GTD SNR 15/01/28 USD,100.69843,USD
BBG00GBT25F8,US907818EP96,"907818EP9",BYQ1XW7,UNP27,US,UNION PACIFIC CORP 3% SNR 15/04/2027,98.68833,USD
BBG00GBT28Q0,US907818EN49,"907818EN4",BYSSD48,UNP47,US,UNION PACIFIC CORP 4% SNR 15/04/2047,81.71513,USD
BBG00DRGJLL6,US127055AK76,"127055AK7",BYY5FV4,CBT26,US,CABOT CORP 3.4% SNR 15/09/2026,98.38953,USD
BBG00DSK2Q88,US461070AN44,"461070AN4",BD1LVH6,LNT/46,US,INTERSTATE POWER& LIGHT CO 3.7% DEB 15/09/2046,74.6204,USD
BBG00DS4XYL8,US081437AJ44,"081437AJ4",BD37K53,BMS26,US,AMCOR FLEXIBLES NORTH AMER INC 3.1% SNR 15/09/2026,97.75756,USD
BBG00DSQ1WD7,US02209SAU78,"02209SAU7",BD8G4R5,MO26,US,ALTRIA GROUP INC 2.625% GTD SNR 16/09/26 USD,97.2075,USD
BBG0009Y7PP5,US718549AE82,"718549AE8",BYM51K7,PSXP46,US,PHILLIPS 66 PARTNERS LP 4.9% SNR 01/10/2046,79.14622,USD
BBG00FJPSXR8,US91324PCW05,"91324PCW0",BZ0X5S6,UNH27,US,UNITEDHEALTH GROUP INC 3.45% SNR 15/01/27,99.25958,USD
BBG00FB54FX8,US00206RDK59,"00206RDK5",BD3HCX5,T49,US,AT&T INC 4.55% SNR 09/03/49,83.00014,USD
BBG00FJQ4SZ4,US91324PCX87,"91324PCX8",BZ0X5W0,UNH47,US,UNITEDHEALTH GROUP INC 4.2% SNR 15/01/2047,81.99975,USD
BBG00FB529R1,US00206RDJ86,"00206RDJ8",BD3HCY6,T48,US,AT&T INC 4.5% SNR 09/03/2048,82.2275,USD
BBG00FJQMFV6,US907818EM65,"907818EM6",BDCWS88,UNP51,US,UNION PACIFIC CORP 3.799% SNR 01/10/51,77.4248,USD
BBG001Y3ZCL5,US38141EV972,"38141EV97",BLNNQ26,GS41C,US,GOLDMAN SACHS GROUP INC 5.75% SNR MTN 15/08/41 USD,102.22476,USD
BBG00FF7W687,US42824CAY57,"42824CAY5",BDCT8F6,HPE45,US,HEWLETT PACKARD ENTERPRISE CO 6.35% SNR 15/10/45,105.24514,USD
BBG00GBPFM74,US49338LAE39,"49338LAE3",BD1WWT8,KEYS27,US,KEYSIGHT TECHNOLOGIES INC 4.6% SNR 06/04/2027,102.107,USD
BBG00GD2Q6P6,US278265AE30,"278265AE3",BDD98H7,EV27,US,MIRROR MERGER SUB 2 LLC 3.5% SNR 06/04/2027,99.79113,USD
BBG00DSQ1X81,US02209SAV51,"02209SAV5",BD91617,MO46,US,ALTRIA GROUP INC 3.875% GTD SNR 16/09/46 USD,72.38917,USD
BBG00DSPNJC5,US26442UAC80,"26442UAC8",BD8G594,DUK/46C,US,DUKE ENERGY PROGRESS LLC 3.7% 1MTG 15/10/46,76.06667,USD
BBG00DSPRP37,US93884PDW77,"93884PDW7",BDHDQP9,WGL/46,US,WASHINGTON GAS LIGHT CO 3.796% SNR MTN 15/09/46 USD,76.01975,USD
BBG00BP3YJT1,US174610AC92,"174610AC9",BK1WNG1,CFG24A,US,CITIZENS FINANCIAL GROUP INC 4.023% SUB 01/10/2024 USD,100,USD
BBG00DSSPPY9,US001055AR35,"001055AR3",BZCNMN8,AFL46,US,AFLAC INC 4% SNR 15/10/2046,81.35008,USD
BBG00DSV6TY5,US88579YAW12,"88579YAW1",BDHDTV6,MMM46,US,"3M COMPANY 3.125% SNR MTN 19/09/46 USD",68.79995,USD
BBG00DSSPPT5,US001055AQ51,"001055AQ5",BDHDTT4,AFL26,US,AFLAC INC 2.875% SNR 15/10/26,98.69174,USD
BBG00DSV5MB6,US88579YAV39,"88579YAV3",BDGJKL2,MMM26A,US,"3M COMPANY 2.25% SNR MTN 19/09/26 USD",96.75625,USD
BBG00DST9TH6,US92277GAJ67,"92277GAJ6",BDHDQ15,VTR26,US,VENTAS REALTY LIMITED PARTNERSHIP 3.25% GTD SNR 15/10/26 USD,99.29153,USD
BBG00DSPT9J4,US53117CAS17,"53117CAS1",BZ6SKL3,LPT26,US,LIBERTY PROPERTY LP 3.25% SNR 01/10/26,99.47308,USD
BBG00DSXNY80,US040555CV48,"040555CV4",BD30VJ3,PNW/26,US,ARIZONA PUBLIC SERVICE CO 2.55% SNR 15/09/26,97.23328,USD
BBG00QV89QG6,US485170BD50,"485170BD5",BJXCLN5,KSU29,US,KANSAS CITY SOUTHERN 2.875% GTD SNR 15/11/29 USD,91.55042,USD
BBG00F0V86D1,US949746SH57,"949746SH5",BYQ74R7,WFC26B,US,WELLS FARGO & COMPANY 3% SNR 23/10/2026,98.90167,USD
BBG00F2Y11B3,US911365BF09,"911365BF0",BYX1YP0,URI/27,US,UNITED RENTALS NORTH AMERICA INC 5.5% GTD SNR 15/05/2027 USD,100.10694,USD
BBG00FJD1979,US478375AL26,"478375AL2",BDG08W2,JCI44A,US,JOHNSON CONTROLS INTERNATIONAL PLC 4.625% SNR 02/07/44,88.17584,USD
BBG00FJD1QK6,US478375AM09,"478375AM0",BDG08Y4,JCI45A,US,JOHNSON CONTROLS INTERNATIONAL PLC 6.95% DEB 01/12/45,104.51376,USD
BBG00FJD33W2,US478375AN81,"478375AN8",BDG0907,JCI64A,US,JOHNSON CONTROLS INTERNATIONAL PLC 4.95% SNR 02/07/64,85.59591,USD
BBG00FJD5350,US478375AR95,"478375AR9",BDH2HM0,JCI26A,US,JOHNSON CONTROLS INTERNATIONAL PLC 3.9% SNR 14/02/2026,99.88732,USD
BBG00FJD5SP3,US478375AS78,"478375AS7",BDH2HN1,JCI45B,US,JOHNSON CONTROLS INTERNATIONAL PLC 5.125% SNR 14/09/45,91.17582,USD
BBG00FH3CVC6,US478375AH14,"478375AH1",BDG08S8,JCI36A,US,JOHNSON CONTROLS INTERNATIONAL PLC 6% SNR 15/01/2036,105.98221,USD
BBG00FH3CWN2,US478375AJ79,"478375AJ7",BDG08T9,JCI41B,US,JOHNSON CONTROLS INTERNATIONAL PLC 5.7% SNR 01/03/2041,98.49533,USD
BBG00FH3CZT9,US478375AK43,"478375AK4",BDG08V1,JCI41C,US,JOHNSON CONTROLS INTERNATIONAL PLC 5.25% SNR 01/12/41,91.93993,USD
BBG00FF7VM92,US42824CAX74,"42824CAX7",BD3GB68,HPE35,US,HEWLETT PACKARD ENTERPRISE CO 6.2% SNR 15/10/2035,108.29722,USD
BBG00FF7VHW7,US42824CAW91,"42824CAW9",BD3GB57,HPE25,US,HEWLETT PACKARD ENTERPRISE CO 4.9% SNR 15/10/2025,102.13861,USD
BBG00FPFDN82,US26444HAC51,"26444HAC5",BYYPRS5,DUK/27,US,DUKE ENERGY FLA LLC 3.2% 1MTG 15/01/27,98.56889,USD
BBG00GBPLF45,US774341AL52,"774341AL5",BYVBMG9,COL47,US,COLLINS AEROSPACE 4.35% SNR 15/04/47,84.95967,USD
BBG00GD1STH5,US29717PAR82,"29717PAR8",BDD9509,ESS27,US,ESSEX PORTFOLIO LP. 3.625% GTD SNR 01/05/27 USD,99.4,USD
BBG00GD25PS4,US171798AD34,"171798AD3",BF3CK63,XEC27,US,CIMAREX ENERGY CO 3.9% SNR 15/05/2027,95.34083,USD
BBG00GBPK6T9,US774341AK79,"774341AK7",BYVBMD6,COL27,US,COLLINS AEROSPACE 3.5% SNR 15/03/2027,97.19881,USD
BBG00GBPD8P7,US256677AE53,"256677AE5",BD1XCZ7,DG27,US,DOLLAR GENERAL CORP 3.875% SNR 15/04/27,100.30451,USD
BBG00DSXQ7G7,US457187AB87,"457187AB8",BZC0DX6,INGR26,US,INGREDION INC 3.2% SNR 01/10/2026,99.50435,USD
BBG00DSXGYR7,US00846UAK79,"00846UAK7",BZC09X8,A26,US,AGILENT TECHNOLOGIES INC 3.05% SNR 22/09/26,97.92011,USD
BBG00DSXN342,US49803XAA19,"49803XAA1",BZCR7S0,KRG26,US,KITE RLTY GROUP L P 4% SNR 01/10/2026,100.82667,USD
BBG00F3ZXFB3,US913017CJ69,"913017CJ6",BZ1JMC6,RTX46,US,RTX CORPORATION 3.75% SNR 01/11/46,77.3939,USD
BBG00FPFGG02,US31428XBN57,"31428XBN5",BYYPSG0,FDX47,US,FEDEX CORP 4.4% GTD SNR 15/01/2047 USD,79.49346,USD
BBG00FPLFFV8,US89236TDR32,"89236TDR3",BDDXTK9,TM/27,US,TOYOTA MOTOR CREDIT CORP 3.2% SNR MTN 11/01/2027 USD,98.63444,USD
BBG00FGRHZ30,US893574AH62,"893574AH6",BYXR3R3,WPZ/26,US,TRANSCONTINENTAL GAS PIPE LINE CORP7.85% SNR 01/02/26,103.05292,USD
BBG00JPXY5R0,US00912XBA19,"00912XBA1",BF5RD67,AL25,US,AIR LEASE CORP 3.25% SNR 01/03/25,99.95,USD
BBG00FQKKHB1,US571748BC51,"571748BC5",BYQ8HY8,MMC47,US,MARSH & MCLENNAN COMPANIES INC 4.35% SNR 30/01/47,84.91862,USD
BBG00FQ89FH9,US096630AF58,"096630AF5",BYZ3056,BWP27,US,BOARDWALK PIPELINES LP 4.45% GTD SNR 15/07/27 USD,100.296,USD
BBG00FQKH3P1,US15189XAR98,"15189XAR9",BD9G753,CNP/27,US,CENTERPOINT ENERGY HOUSTON ELECTRIC3% 1MTG 01/02/2027 USD 'AA',98.11163,USD
BBG00GFKPM98,US237194AL90,"237194AL9",BDVK8W7,DRI27,US,DARDEN RESTAURANTS INC 3.85% SNR 01/05/27,100.10887,USD
BBG00DVTBHF7,US42809HAH03,"42809HAH0",BD7XTT4,HES47,US,HESS CORPORATION 5.8% SNR 01/04/2047,103.52375,USD
BBG00DWXPC63,US343498AB75,"343498AB7",BZ1B6Z3,FLO26,US,FLOWERS FOODS INC 3.5% SNR 01/10/2026,99.72001,USD
BBG00DVRVPG0,US42809HAG20,"42809HAG2",BD7XTG1,HES27,US,HESS CORPORATION 4.3% SNR 01/04/2027,101.55213,USD
BBG00DX1VLM7,US501044DE89,"501044DE8",BDCG0L7,KR26A,US,KROGER CO 2.65% SNR 15/10/26,98.31986,USD
BBG00DX2B613,US844895AX00,"844895AX0",BDCFT40,SWX46,US,SOUTHWEST GAS HOLDINGS INC 3.8% SNR 29/09/2046,77.0297,USD
BBG00DX1JZ59,US845437BP68,"845437BP6",BYVZDD5,AEP/26,US,SOUTHWESTERN ELECTRIC POWER COMPANY2.75% SNR 01/10/26,98.56241,USD
BBG00DQ9R7R9,US55336VAJ98,"55336VAJ9",BYYHPS7,MPLX25A,US,MPLX LP 4.875% GTD SNR 01/06/25 USD,101.50438,USD
BBG00F3ZWYK3,US913017CH04,"913017CH0",BYMS8Q1,RTX26A,US,RTX CORPORATION 2.65% SNR 01/11/26,98.46764,USD
BBG00FQKBFK5,US370334BZ69,"370334BZ6",BYQ8GZ2,GIS27A,US,GENERAL MILLS INC 3.2% SNR 10/02/2027,97.99667,USD
BBG00FQXLWM7,US37045XBT28,"37045XBT2",BDR58D7,GM/27,US,GENERAL MOTORS FINANCIAL CO INC 4.35% GTD SNR 17/01/27 USD,99.73792,USD
BBG00FQXMNG3,US29273RBL24,"29273RBL2",BDHTRM1,ETP47,US,ENERGY TRANSFER LP 5.3% SNR 15/04/2047,90.49942,USD
BBG00FQXT1Y4,US29273RBK41,"29273RBK4",BDHTRN2,ETP27,US,ENERGY TRANSFER LP 4.2% SNR 15/04/2027,101.01039,USD
BBG00FQKKY51,US47233JAG31,"47233JAG3",BYQ8H04,JEF27A,US,JEFFERIES FINANCIAL GROUP INC 4.85% SNR 15/01/27,101.18347,USD
BBG00GF5JD89,US053332AV43,"053332AV4",BYQJKB9,AZO27,US,AUTOZONE INC 3.75% SNR 01/06/27,99.44875,USD
BBG00DX2D210,US05348EAY59,"05348EAY5",BDCFTQ2,AVB26A,US,AVALONBAY COMMUNITIES INC 2.9% SNR MTN 15/10/2026 USD,98.80306,USD
BBG00DXC6ZQ6,US03027XAM20,"03027XAM2",BDCVX35,AMT27,US,AMERICAN TOWER CORP 3.125% SNR 15/01/27,97.83368,USD
BBG00DX1VRB6,US501044DF54,"501044DF5",BYVZCX8,KR46,US,KROGER CO 3.875% SNR 15/10/46,77.70826,USD
BBG00DXC6261,US29364WAY49,"29364WAY4",BZ0BJP5,ETR/26A,US,ENTERGY LOUISIANA LLC 2.4% 1MTG 01/10/2026 USD,98.39351,USD
BBG00F5D6CP2,US125896BR00,"125896BR0",BDH7167,CMS27,US,CMS ENERGY CORP 2.95% SNR 15/02/27,97.07236,USD
BBG00F5D51W9,US742718ER62,"742718ER6",BDH7178,PG26B,US,PROCTER & GAMBLE CO 2.45% SNR 03/11/26,98.35681,USD
BBG00F5KR8D5,US844741BC18,"844741BC1",BZ14XW8,LUV26,US,SOUTHWEST AIRLINES CO 3% SNR 15/11/2026,98.38506,USD
BBG00F5RX4X0,US674599CM50,"674599CM5",BZ1C634,OXY27,US,OCCIDENTAL PETROLEUM CORP 3% SNR 15/02/2027,96.77833,USD
BBG00F3ZN1D3,US118230AQ44,"118230AQ4",BZ1JM93,BPL26,US,BUCKEYE PARTNERS LP 3.95% SNR 01/12/26,98.53195,USD
BBG00F5RX5N8,US674599CL77,"674599CL7",BZ1C623,OXY47,US,OCCIDENTAL PETROLEUM CORP 4.1% SNR 15/02/2047,67.17972,USD
BBG00F5D64Q9,US452308AX78,"452308AX7",BDS6DT0,ITW26,US,ILLINOIS TOOL WORKS INC 2.65% SNR 15/11/26,98.65972,USD
BBG00FJ8Z4G4,US030981AK06,"030981AK0",BDTKD24,APU25,US,AMERIGAS PARTNERS/AMERIGAS FIN CORP5.5% SNR 20/05/2025,100,USD
BBG00FRY84X9,US61746BEF94,"61746BEF9",BYM4WS9,MS27E,US,MORGAN STANLEY 3.625% SNR MTN 20/01/27 USD,99.42472,USD
BBG00FRY86T9,US61746BEG77,"61746BEG7",BYM4WR8,MS47,US,MORGAN STANLEY 4.375% SNR MTN 22/01/47 USD,84.60036,USD
BBG00FRXL5S9,US501044DG38,"501044DG3",BYND735,KR47,US,KROGER CO 4.45% SNR 01/02/47,82.75458,USD
BBG00GH68JN7,US626738AD06,"626738AD0",BYWN082,MUSA27,US,MURPHY OIL USA INC 5.625% GTD SNR 01/05/27 USD,101.71861,USD
BBG00HC0HMW6,US49446RAU32,"49446RAU3",BYXD1K0,KIM25,US,KIMCO REALTY CORP 3.3% SNR MTN 01/02/2025 USD,99.95,USD
BBG00GBLVKL3,US960413AT94,"960413AT9",BDFZVC9,WLK26,US,WESTLAKE CORPORATION 3.6% GTD SNR 15/08/2026 USD,99.02226,USD
BBG00GBLVM57,US960413AS12,"960413AS1",BDFZV41,WLK46,US,WESTLAKE CORPORATION 5% GTD SNR 15/08/46,88.36094,USD
BBG00GK3ST38,US91159HHR49,"91159HHR4",BD3DT65,USB27,US,US BANCORP 3.15% GTD SNR 27/04/27 USD,98.66125,USD
BBG00GK3WF97,US87236YAF51,"87236YAF5",BF2Q3S9,SCHW/27,US,TD AMERITRADE HOLDINGS CORPORATION 3.3% SNR 01/04/2027,97.95671,USD
BBG00DX28DW8,US05348EAZ25,"05348EAZ2",BYW4234,AVB46,US,AVALONBAY COMMUNITIES INC 3.9% SNR MTN 15/10/2046 USD,80.04787,USD
BBG00DY1M0S6,US233331AY31,"233331AY3",BDGL944,DTE26,US,DTE ENERGY CO 2.85% SNR 01/10/2026 USD'E',98.84564,USD
BBG00DYBTYS3,US98419MAJ99,"98419MAJ9",BYQ3L30,XYL/26,US,XYLEM INC 3.25% SNR 01/11/26,99.4782,USD
BBG00F6HXMR8,US74251VAM46,"74251VAM4",BYN1J11,PFG26,US,PRINCIPAL FINANCIAL GROUP 3.1% GTD SNR 15/11/2026 USD,98.82702,USD
BBG009PZ0BH2,US47102XAJ46,"47102XAJ4",BYWZZQ1,JHG25,US,JANUS HENDERSON GROUP PLC 4.875% SNR 01/08/2025 USD,100,USD
BBG00F6HYK73,US74251VAN29,"74251VAN2",BYN1J33,PFG46,US,PRINCIPAL FINANCIAL GROUP 4.3% GTD SNR 15/11/2046 USD,85.3298,USD
BBG00F5KTG45,US49446RAQ20,"49446RAQ2",BDS6CH1,KIM46,US,KIMCO REALTY CORP 4.125% SNR 01/12/46,80.2218,USD
BBG00FRYBBC2,US75884RAW34,"75884RAW3",BYXJZ95,REG47,US,REGENCY CENTERS L P 4.4% GTD SNR 01/02/2047 USD,83.71173,USD
BBG00FRY9BC5,US75884RAV50,"75884RAV5",BYMXPD2,REG27,US,REGENCY CENTERS L P 3.6% GTD SNR 01/02/2027 USD,98.92452,USD
BBG00FVC4108,US38141GWB66,"38141GWB6",BDFDPG5,GS27E,US,GOLDMAN SACHS GROUP INC 3.85% SNR 26/01/27,99.42306,USD
BBG00FVNGFP3,US459200JR30,"459200JR3",BD06B61,IBM27A,US,INTERNATIONAL BUS MACH CORP 3.3% SNR 27/01/27,98.56917,USD
BBG00GH701C4,US67059TAE55,"67059TAE5",BF0L7Z1,NS/27,US,NUSTAR LOGISTICS L P 5.625% GTD SNR 28/04/27 USD,101.42375,USD
BBG00GKJJNM5,US65339KAT79,"65339KAT7",BZ3FXP2,NEE/27,US,NEXTERA ENERGY CAPITAL HLDGS INC 3.55% DEB 01/05/27,99.30958,USD
BBG00Y48KF25,US92340LAG41,"92340LAG4",BN0T1H1,O/32,US,VEREIT OPERATING PARTNERSHIP LP 2.85% GTD SNR 15/12/32 USD,83.1848,USD
BBG00GH1NNR8,US548661DP97,"548661DP9",BYWPZ50,LOW27D,US,LOWE'S COMPANIES INC 3.1% SNR 03/05/2027,98.32861,USD
BBG00GKPNYT5,US22822VAF85,"22822VAF8",BDT6RC0,CCI47,US,CROWN CASTLE INC 4.75% SNR 15/05/47,86.72319,USD
BBG00GBGV895,US78409VAM63,"78409VAM6",BF0LM78,SPGI27,US,S&P GLOBAL INC 2.95% GTD SNR 22/01/27 USD,97.93083,USD
BBG007HS12Y1,US14149YBA55,"14149YBA5",BSLVSS1,CAH24,US,CARDINAL HEALTH INC 3.5% SNR 15/11/2024,99.96,USD
BBG00DYH0B56,US26884ABF93,"26884ABF9",BYVQW64,EQR/26,US,ERP OPERATING LTD PARTNERSHIP 2.85% SNR 01/11/2026 USD,98.50375,USD
BBG00DYH4XS9,US756109AS39,"756109AS3",BYVQW75,O27,US,REALTY INCOME CORP 3% SNR 15/01/2027,97.92833,USD
BBG00D305CH7,US84610WAB19,"84610WAB1",BYYY2Z4,LSI26,US,LIFE STORAGE LP 3.5% GTD SNR 01/07/2026 USD,99.50182,USD
BBG00FWSN0C0,US22822VAE11,"22822VAE1",BYP2P36,CCI27,US,CROWN CASTLE INC 4% SNR 01/03/2027,98.79,USD
BBG00B001958,US156700AZ93,"156700AZ9",BYV8DY5,LUMN25,US,LUMEN TECHNOLOGIES INC 5.625% SNR 01/04/25,100,USD
BBG00GLM0Y16,US713448DV73,"713448DV7",BD0B4Y5,PEP/47,US,PEPSICO INC 4% SNR 02/05/2047,82.59222,USD
BBG00GH1SF45,US548661DQ70,"548661DQ7",BYWC120,LOW47,US,LOWE'S COMPANIES INC 4.05% SNR 03/05/47,79.10271,USD
BBG00GLLYHF3,US0258M0EL96,"0258M0EL9",BD0B508,AXP/27,US,AMERICAN EXPRESS CREDIT CORP 3.3% SNR MTN 03/05/2027 USD,99.05917,USD
BBG00GM1B5D9,US494368BW28,"494368BW2",BF2YLV2,KMB47,US,KIMBERLY CLARK CORP 3.9% SNR 04/05/2047,81.1765,USD
BBG00GM18BL1,US913017CP20,"913017CP2",BD8Z3T7,RTX47,US,RTX CORPORATION 4.05% SNR 04/05/47,80.67793,USD
BBG00GM18972,US913017CR85,"913017CR8",BF2YLP6,RTX27,US,RTX CORPORATION 3.125% SNR 04/05/27,98.33,USD
BBG00GM516W8,US74456QBS49,"74456QBS4",BZ4CKZ1,PEG/27,US,PUBLIC SERVICE ELECTRIC & GAS CO 3% SNR SEC MTN 15/05/27 USD,98.51601,USD
BBG00DZR4115,US718549AD00,"718549AD0",BYM51L8,PSXP26,US,PHILLIPS 66 PARTNERS LP 3.55% SNR 01/10/26,99.05894,USD
BBG00DYMLSR1,US84756NAH26,"84756NAH2",BZBFK42,SEP26,US,SPECTRA ENERGY PARTNERS LP 3.375% GTD SNR 15/10/26 USD,99.56,USD
BBG00F8V2D26,US38145GAH39,"38145GAH3",BZ12537,GS26P,US,GOLDMAN SACHS GROUP INC 3.5% SNR 16/11/2026,99.59333,USD
BBG00F8Y5HK8,US209111FK46,"209111FK4",BD3GJ31,ED56,US,CONSOLIDATED EDISON CO(N.Y) 4.3% DEB 01/12/56 USD'2016C,79.85473,USD
BBG00F8YBL22,US927804FW90,"927804FW9",BZ12593,D/46,US,VIRGINIA ELECTRIC & POWER CO 4% SNR 15/11/2046 'C,79.51365,USD
BBG00F8Y47G6,US209111FJ72,"209111FJ7",BZ2Z104,ED26,US,CONSOLIDATED EDISON CO(N.Y) 2.9% DEB 01/12/26 USD'2016B,98.34494,USD
BBG00F8YS6T8,US46625HRX07,"46625HRX0",BYMJ596,JPM27B,US,JPMORGAN CHASE & CO. 3.625% SUB 01/12/27,98.90813,USD
BBG00F8Y7B47,US927804FV18,"927804FV1",BYMCDX5,D/26B,US,VIRGINIA ELECTRIC & POWER CO 2.95% SNR 15/11/26,98.80663,USD
